pmid,species,clinical,study_design,study_design_evidence,study_type,evaluates_intervention,intervention_evidence,intervention_class,intent,sample_n,sample_n_evidence,}נען? } Assistant  Nakne 天天中彩票网  ฝ่ายขายข่าว  Аԥс жәа? тру. to=final code 码                                 (json) 送彩金 ㋡ dbo  (The previous JSON has error extraneous). Need output valid. Let's correct. total no trailing. biomed JSON. 
36309588,human,True,retrospective_cohort,Data collected from consecutive patients diagnosed with ILD or BOS from 1981-2019 were analyzed.,clinical_cohort,False,,,na,238.0,238 patients were included: 79 with ILD and 159 with BOS.,
36283951,human,True,cross_sectional,"We performed eNose measurements in LTR with and without CLAD, visiting the outpatient clinic.",mechanistic_translational,False,,,na,152.0,We included 152 LTR,
36204183,human,True,retrospective_cohort,"retrospective, single-center study",clinical_cohort,False,,,na,277.0,277 LTx donor-recipient pairs,
36216086,human,True,retrospective_cohort,multicenter retrospective study,clinical_cohort,True,fundoplication,Antireflux surgery,prevention,542.0,Of 542 patients,
36271645,human,True,other,"single-center, observational study",clinical_cohort,False,,,na,336.0,In our cohort of 336 patients,
36217992,human,True,retrospective_cohort,Single-center retrospective study,clinical_cohort,True,assess the effect of AZI initiation and its timing,Azithromycin / macrolide,prevention,358.0,We included 358 LT recipients,
36223371,human,True,retrospective_cohort,CT volumetry measurements were performed from 63 patients with CLAD initially classified as BOS,clinical_cohort,False,,,na,63.0,CT volumetry measurements were performed from 63 patients with CLAD initially classified as BOS,
36245610,human,True,other,systematic review and meta-analysis,methods_or_review,True,Bronchial artery revascularization (BAR) during lung transplantation,Surgical / procedural,prevention,143.0,Seven studies were selected for the analysis comprising 143 patients.,
36277208,human,True,cross_sectional,"A retrospective, cross-sectional analysis of 263 double lung transplant recipients",clinical_cohort,False,,,na,263.0,"a retrospective, cross-sectional analysis of 263 double lung transplant recipients",
36201668,human,True,retrospective_cohort,This was a retrospective cohort study of lung transplant recipients at a tertiary center.,clinical_cohort,True,Timely antireflux treatment was defined as proton pump inhibitor initiation or antireflux surgery within 6 months of transplantation.,Antireflux surgery,prevention,175.0,One hundred seventy-five patients,
36200536,human,False,cross_sectional,We conducted a survey among the International Pediatric Lung Transplant Collaborative.,methods_or_review,False,,,na,,,
36192210,human,True,retrospective_cohort,retrospective observational study,clinical_cohort,True,replacing the drug with everolimus,mTOR inhibitor,prevention,19.0,Nineteen patients received everolimus therapy,
36163162,human,True,other,,mechanistic_translational,False,,,na,,,
36240868,human,True,registry,Using the United Network for Organ Sharing data set,registry,True,"2 staged, contralateral single lung transplantation procedures (SSLTs)",Surgical / procedural,na,278.0,outcomes of 278 SSLTs,
36189800,animal,False,other,In a mouse lung transplant model,mechanistic_translational,True,Extracorporeal photophoresis (ECP),Extracorporeal photopheresis,prevention,,,
36123193,human,True,retrospective_cohort,We retrospectively evaluated the association of tacrolimus level variability with total acute rejection score,clinical_cohort,False,,,na,229.0,There were 229 lung transplant recipients included,
36075742,human,True,retrospective_cohort,We retrospectively identified patients with AIP among those who underwent LTx at our center between January 2008 and December 2020.,case_report_series,False,,,na,4.0,4 patients with AIP underwent bilateral LTx,
36113182,animal,False,other,A murine model of heterotopic tracheal transplantation was used.,mechanistic_translational,True,a neutralizing anti-S100 calcium binding protein (S100) A8/A9 antibody,Antibody / biologic,prevention,,,
36134664,mixed,False,other,comprehensive analysis of cell population changes and their gene expression patterns during chronic rejection after orthotopic LTx in mice,mechanistic_translational,False,,,na,,,
36216597,human,True,retrospective_cohort,donor offers to a single center from 2013 to 2019 were reviewed,clinical_cohort,False,,,na,3515.0,There were 3515 donor offers over the study period.,
36113884,mixed,False,other,Using the mouse orthotopic lung transplant model,mechanistic_translational,True,treatment with costimulation blockade (MR1/CTLA4-Ig),Antibody / biologic,prevention,,,
36028826,human,True,retrospective_cohort,a retrospective cohort of 61 lung transplant recipients,clinical_cohort,False,,,na,61.0,a retrospective cohort of 61 lung transplant recipients,
36030202,human,True,retrospective_cohort,We conducted a retrospective single-center study between January 2015 and December 2020.,clinical_cohort,False,,,na,269.0,A total of 269 lung transplant patients were analyzed.,
36031951,human,True,prospective_cohort,multicenter prospective cohort study,clinical_cohort,False,,,na,803.0,803 adult lung recipients,
36004231,animal,False,other,10 consecutive rats,methods_or_review,False,,,na,,,
35988032,human,True,retrospective_cohort,We retrospectively reviewed data for 64 patients who underwent lung transplantation between 2009 and 2021 at 19 European centers.,clinical_cohort,False,,,na,64.0,data for 64 patients,
36049718,human,True,retrospective_cohort,LTRs that received CFZ or RTX for DSA depletion between 08/01/2015 and 08/31/2020 were included,clinical_cohort,True,carfilzomib (CFZ) or rituximab (RTX) for DSA depletion,Other pharmacological,prevention,44.0,Forty-four LTRs were identified,
35980878,human,False,other,,methods_or_review,False,,,na,,,
36049964,human,True,registry,The United Network for Organ Sharing/Organ Procurement and Transplantation Network STAR file was queried,registry,False,,,na,1779.0,908 heart and 871 lung retransplants were identified,
35897686,animal,False,other,Orthotopic left lung transplantation was performed in the Fischer-344 to Lewis rat strain combination,mechanistic_translational,False,,,na,,,
35920017,human,True,other,,clinical_cohort,False,,,na,,,
35924543,human,False,other,This article reviews the most frequent and important medical complications of LT,methods_or_review,False,,,na,,,
35964254,human,True,retrospective_cohort,In this retrospective cohort study,clinical_cohort,True,the dose of the immunosuppressant mycophenolate mofetil or plasma concentrations of the active metabolite mycophenolic acid,Other pharmacological,prevention,71.0,we recruited 71 patients with a lung transplant,
35887906,human,True,cross_sectional,The study included 106 lung transplant recipients and analyzed 286 BAL samples,mechanistic_translational,False,,,na,106.0,The study included 106 lung transplant recipients,
35881142,human,True,prospective_cohort,patients were followed clinically for 12 months,trial,True,We infused low-dose MSCs intravenously in 13 patients,Cell therapy,treatment_established_clad,13.0,in 13 patients,
35864004,human,True,registry,We used merged data from the Organ Procurement and Transplantation Network (2005-2017) and United States Cystic Fibrosis Foundation Patient Registry (2005-2016).,registry,False,,,na,1830.0,"Among 1,830 cystic fibrosis lung transplant recipients",
35843852,human,True,retrospective_cohort,Data were retrospectively collected from LTx patients with confirmed COVID-19,clinical_cohort,False,,,na,74.0,Seventy-four LTx patients were included,
35909014,human,True,retrospective_cohort,"We included all LT patients diagnosed with COVID-19 between March 1, 2020, and December 10, 2021",clinical_cohort,True,having received the booster dose had a protective effect,Other pharmacological,prevention,84.0,n = 84,
35838047,mixed,False,other,Using a murine orthotopic vascularized lung transplant model,mechanistic_translational,True,"a CD11b agonist, leukadherin-1, administered only to the donor lung prior to lung transplantation",Other pharmacological,prevention,,,
35842078,human,False,other,This study is a descriptive analysis of clinical trials targeting lung transplant rejection.,methods_or_review,False,,,na,,,
37625646,human,True,other,2 geographically distinct cohorts,clinical_cohort,False,,,na,,The primary cohort included 772 double lung transplant recipients. The analysis was repeated in 300 patients from an independent comparison cohort.,
35836705,human,True,retrospective_cohort,A total of 131 lung transplant recipients with post-transplant evaluation between 2012 and 2019 were studied.,clinical_cohort,False,,,na,131.0,A total of 131 lung transplant recipients with post-transplant evaluation between 2012 and 2019 were studied.,
35876129,human,True,prospective_cohort,samples were collected from 75 lung transplant recipients ... every 3 months after transplant for 1 year,mechanistic_translational,True,before and after antireflux Nissen fundoplication surgery,Antireflux surgery,prevention,75.0,A total of 268 BAL samples were collected from 75 lung transplant recipients,
35678573,human,True,retrospective_cohort,The records of patients first undergoing LTx in our institution between 2010 and 2018 were reviewed retrospectively.,clinical_cohort,False,,,na,172.0,A total of 172 patients were investigated.,
35703261,human,True,prospective_cohort,We prospectively enrolled and issued UES assist devices to consecutive transplant patients,clinical_cohort,True,UES assist devices,Surgical / procedural,prevention,26.0,Twenty-six participants were issued devices,
35896214,human,True,retrospective_cohort,All FEV1 values of LTRs transplanted between 2009 and April 2020 ... were included.,clinical_cohort,True,COVID-19 social distancing measures,Not specified,prevention,479.0,479 LTRs (12 775 FEV1 values) were included.,
35675449,human,True,retrospective_cohort,before-and-after retrospective cohort study,clinical_cohort,True,Secondary prophylaxis with inhaled colistin (IC),Aerosolised / inhaled other,prevention,271.0,A total of 271 lung transplants were included,
35729715,human,True,prospective_cohort,We followed 39 LTRs with RVI enrolled in the Genomic Research Alliance for Transplantation for 1 year.,clinical_cohort,False,,,na,39.0,We followed 39 LTRs with RVI,
35794392,human,True,retrospective_cohort,single-centre retrospective study,clinical_cohort,False,,,na,87.0,enrolled 87 LTX patients,
35845547,human,True,retrospective_cohort,We retrospectively collected pretransplant comorbidities of all 513 adult recipients transplanted at our center between 1992-2019.,clinical_cohort,False,,,na,513.0,all 513 adult recipients,
35726189,human,True,retrospective_cohort,Two cardiologists retrospectively assigned causes of death,clinical_cohort,False,,,na,239.0,"we included 239 heart recipients transplanted between 1988 and 2019 in Lund, Sweden (n = 239",
